QTCP Werner window-size and Werner-parameter update.
Default simulation parameters are defined in WINDOW_UPDATE_DEFAULT_CASE in this script.
Update rule: W_next = W + gamma * (target_tp - observed_tp).
Update rule: w_next = w + gamma * ((tp_plus - tp_minus) / (w_plus - w_minus)).
The plus/minus Werner runs use the old W_run from the same iteration.
Werner parameter is clamped to [1.0e-6, 0.999999] so request_rate stays positive.

Initial update parameters:
  target_tp = 2.4
  iterations = 10000
  initial_window_size = 20
  initial_werner_w = 0.75
  min_window_size = 1.0
  werner_bounds = [1.0e-6, 0.999999]
  rng_seed = 42
  gamma(n) = 3 / ( n + 50) ^ 0.7
  delta(n) = 0.05 / (n + 50) ^ 0.15

Default simulation parameters:
  werner_w = 0.75
  chi = 30.0
  request_rate = nothing
  distance_km = 25.0
  a_eta = 1.0
  beta_per_km = 0.046
  detector_a_p = 0.9
  detection_prob = nothing
  source_window_size = 20
  source_ack_timeout = 10.0
  sim_time = 200.0
  success_prob = 1.0
  attempt_time = 0.0
  memory_slots = nothing
  initial_request_delay = 0.0

iter |    gamma |    delta |      W_est |  W_run |        w |   target |       tp |  tp_plus | tp_minus |     w_grad |    acked |   sent | timeout |     W_next |   w_next
3141 | 0.010577 | 0.014907 |  12.382082 |     13 | 0.614384 | 2.400000 | 2.120000 | 2.425000 | 2.045000 |  12.745962 |      424 |    663 |     226 |  12.385044 | 0.749201
3142 | 0.010575 | 0.014906 |  12.385044 |     13 | 0.749201 | 2.400000 | 2.895000 | 2.990000 | 2.835000 |   5.199255 |      579 |    804 |     212 |  12.379809 | 0.804183
3143 | 0.010573 | 0.014905 |  12.379809 |     13 | 0.804183 | 2.400000 | 3.605000 | 3.135000 | 3.600000 | -15.598498 |      721 |    908 |     177 |  12.367069 | 0.639266
3144 | 0.010570 | 0.014905 |  12.367069 |     13 | 0.639266 | 2.400000 | 2.470000 | 2.240000 | 2.340000 |  -3.354673 |      494 |    731 |     226 |  12.366330 | 0.603806
3145 | 0.010568 | 0.014904 |  12.366330 |     13 | 0.603806 | 2.400000 | 1.910000 | 2.525000 | 2.230000 |   9.896751 |      382 |    619 |     226 |  12.371508 | 0.708395
3146 | 0.010566 | 0.014903 |  12.371508 |     13 | 0.708395 | 2.400000 | 3.075000 | 2.760000 | 2.750000 |   0.335499 |      615 |    843 |     215 |  12.364376 | 0.711939
3147 | 0.010563 | 0.014902 |  12.364376 |     13 | 0.711939 | 2.400000 | 2.895000 | 2.780000 | 2.895000 |  -3.858418 |      579 |    806 |     214 |  12.359147 | 0.671182
3148 | 0.010561 | 0.014902 |  12.359147 |     13 | 0.671182 | 2.400000 | 2.860000 | 2.380000 | 2.360000 |   0.671061 |      572 |    802 |     220 |  12.354289 | 0.678269
3149 | 0.010559 | 0.014901 |  12.354289 |     13 | 0.678269 | 2.400000 | 2.665000 | 2.495000 | 2.460000 |   1.174411 |      533 |    765 |     219 |  12.351491 | 0.690669
3150 | 0.010556 | 0.014900 |  12.351491 |     13 | 0.690669 | 2.400000 | 2.655000 | 3.105000 | 2.510000 |  19.965926 |      531 |    762 |     220 |  12.348799 | 0.901437
3151 | 0.010554 | 0.014900 |  12.348799 |     13 | 0.901437 | 2.400000 | 2.080000 | 1.785000 | 2.350000 | -18.960129 |      416 |    500 |      81 |  12.352176 | 0.701330
3152 | 0.010552 | 0.014899 |  12.352176 |     13 | 0.701330 | 2.400000 | 2.660000 | 2.680000 | 2.485000 |   6.544068 |      532 |    762 |     217 |  12.349433 | 0.770382
3153 | 0.010549 | 0.014898 |  12.349433 |     13 | 0.770382 | 2.400000 | 3.060000 | 3.480000 | 3.235000 |   8.222419 |      612 |    819 |     202 |  12.342470 | 0.857124
3154 | 0.010547 | 0.014898 |  12.342470 |     13 | 0.857124 | 2.400000 | 2.700000 | 2.630000 | 3.125000 | -16.613421 |      540 |    700 |     153 |  12.339306 | 0.681899
3155 | 0.010545 | 0.014897 |  12.339306 |     13 | 0.681899 | 2.400000 | 2.275000 | 2.640000 | 2.305000 |  11.243953 |      455 |    689 |     221 |  12.340624 | 0.800466
3156 | 0.010543 | 0.014896 |  12.340624 |     13 | 0.800466 | 2.400000 | 3.445000 | 3.300000 | 3.700000 | -13.426243 |      689 |    889 |     187 |  12.329607 | 0.658918
3157 | 0.010540 | 0.014896 |  12.329607 |     13 | 0.658918 | 2.400000 | 2.430000 | 2.490000 | 2.495000 |  -0.167836 |      486 |    723 |     224 |  12.329291 | 0.657149
3158 | 0.010538 | 0.014895 |  12.329291 |     13 | 0.657149 | 2.400000 | 2.090000 | 2.960000 | 2.700000 |   8.727875 |      418 |    658 |     227 |  12.332558 | 0.749124
3159 | 0.010536 | 0.014894 |  12.332558 |     13 | 0.749124 | 2.400000 | 2.915000 | 3.160000 | 2.980000 |   6.042657 |      583 |    804 |     208 |  12.327132 | 0.812787
3160 | 0.010533 | 0.014893 |  12.327132 |     13 | 0.812787 | 2.400000 | 3.255000 | 3.230000 | 2.825000 |  13.596614 |      651 |    836 |     177 |  12.318126 | 0.956005
3161 | 0.010531 | 0.014893 |  12.318126 |     13 | 0.956005 | 2.400000 | 0.940000 | 0.685000 | 1.285000 | -20.144073 |      188 |    223 |      33 |  12.333501 | 0.743866
3162 | 0.010529 | 0.014892 |  12.333501 |     13 | 0.743866 | 2.400000 | 2.280000 | 2.575000 | 2.845000 |  -9.065256 |      456 |    683 |     216 |  12.334765 | 0.648420
3163 | 0.010526 | 0.014891 |  12.334765 |     13 | 0.648420 | 2.400000 | 2.440000 | 2.425000 | 2.345000 |   2.686127 |      488 |    724 |     223 |  12.334344 | 0.676696
3164 | 0.010524 | 0.014891 |  12.334344 |     13 | 0.676696 | 2.400000 | 2.320000 | 2.340000 | 2.630000 |  -9.737666 |      464 |    696 |     223 |  12.335186 | 0.574215
3165 | 0.010522 | 0.014890 |  12.335186 |     13 | 0.574215 | 2.400000 | 2.000000 | 1.765000 | 1.820000 |  -1.846885 |      400 |    642 |     229 |  12.339394 | 0.554782
3166 | 0.010520 | 0.014889 |  12.339394 |     13 | 0.554782 | 2.400000 | 1.795000 | 1.875000 | 1.695000 |   6.044633 |      359 |    604 |     232 |  12.345759 | 0.618369
3167 | 0.010517 | 0.014889 |  12.345759 |     13 | 0.618369 | 2.400000 | 2.195000 | 2.320000 | 2.070000 |   8.395715 |      439 |    675 |     224 |  12.347915 | 0.706670
3168 | 0.010515 | 0.014888 |  12.347915 |     13 | 0.706670 | 2.400000 | 2.460000 | 2.615000 | 2.540000 |   2.518832 |      492 |    723 |     218 |  12.347284 | 0.733155
3169 | 0.010513 | 0.014887 |  12.347284 |     13 | 0.733155 | 2.400000 | 2.750000 | 2.885000 | 2.830000 |   1.847229 |      550 |    773 |     212 |  12.343605 | 0.752575
3170 | 0.010510 | 0.014886 |  12.343605 |     13 | 0.752575 | 2.400000 | 3.080000 | 3.825000 | 3.030000 |  26.702106 |      616 |    837 |     208 |  12.336457 | 0.999999
3171 | 0.010508 | 0.014886 |  12.336457 |     13 | 0.999999 | 2.400000 | 0.000000 | 0.000000 | 0.335000 | -22.504710 |        0 |      1 |       1 |  12.361677 | 0.763515
3172 | 0.010506 | 0.014885 |  12.361677 |     13 | 0.763515 | 2.400000 | 3.050000 | 3.175000 | 3.205000 |  -1.007720 |      610 |    824 |     201 |  12.354848 | 0.752928
3173 | 0.010504 | 0.014884 |  12.354848 |     13 | 0.752928 | 2.400000 | 2.745000 | 2.970000 | 2.650000 |  10.749519 |      549 |    770 |     213 |  12.351224 | 0.865837
3174 | 0.010501 | 0.014884 |  12.351224 |     13 | 0.865837 | 2.400000 | 2.745000 | 2.430000 | 3.020000 | -19.820348 |      549 |    676 |     122 |  12.347601 | 0.657697
3175 | 0.010499 | 0.014883 |  12.347601 |     13 | 0.657697 | 2.400000 | 2.160000 | 2.590000 | 2.595000 |  -0.167977 |      432 |    670 |     225 |  12.350121 | 0.655933
3176 | 0.010497 | 0.014882 |  12.350121 |     13 | 0.655933 | 2.400000 | 2.240000 | 2.460000 | 2.125000 |  11.254973 |      448 |    687 |     226 |  12.351801 | 0.774074
3177 | 0.010495 | 0.014882 |  12.351801 |     13 | 0.774074 | 2.400000 | 3.345000 | 3.435000 | 3.005000 |  14.447354 |      669 |    878 |     197 |  12.341883 | 0.925692
3178 | 0.010492 | 0.014881 |  12.341883 |     13 | 0.925692 | 2.400000 | 1.600000 | 1.330000 | 1.875000 | -18.312032 |      320 |    377 |      53 |  12.350277 | 0.733558
3179 | 0.010490 | 0.014880 |  12.350277 |     13 | 0.733558 | 2.400000 | 2.860000 | 2.710000 | 2.545000 |   5.544267 |      572 |    801 |     216 |  12.345452 | 0.791717
3180 | 0.010488 | 0.014880 |  12.345452 |     13 | 0.791717 | 2.400000 | 2.990000 | 2.935000 | 2.755000 |   6.048572 |      598 |    805 |     194 |  12.339264 | 0.855153
3181 | 0.010485 | 0.014879 |  12.339264 |     13 | 0.855153 | 2.400000 | 2.965000 | 2.660000 | 3.160000 | -16.802370 |      593 |    733 |     135 |  12.333340 | 0.678973
3182 | 0.010483 | 0.014878 |  12.333340 |     13 | 0.678973 | 2.400000 | 2.580000 | 2.765000 | 2.335000 |  14.450709 |      516 |    747 |     218 |  12.331453 | 0.830462
3183 | 0.010481 | 0.014877 |  12.331453 |     13 | 0.830462 | 2.400000 | 3.175000 | 2.980000 | 3.195000 |  -7.225690 |      635 |    813 |     166 |  12.323330 | 0.754730
3184 | 0.010479 | 0.014877 |  12.323330 |     13 | 0.754730 | 2.400000 | 3.135000 | 3.455000 | 3.005000 |  15.124238 |      627 |    841 |     202 |  12.315628 | 0.913211
3185 | 0.010476 | 0.014876 |  12.315628 |     13 | 0.913211 | 2.400000 | 1.825000 | 1.575000 | 2.100000 | -17.645763 |      365 |    440 |      71 |  12.321652 | 0.728348
3186 | 0.010474 | 0.014875 |  12.321652 |     13 | 0.728348 | 2.400000 | 2.940000 | 2.815000 | 2.675000 |   4.705755 |      588 |    813 |     212 |  12.315996 | 0.777637
3187 | 0.010472 | 0.014875 |  12.315996 |     13 | 0.777637 | 2.400000 | 3.410000 | 3.400000 | 3.230000 |   5.714396 |      682 |    886 |     195 |  12.305420 | 0.837477
3188 | 0.010470 | 0.014874 |  12.305420 |     13 | 0.837477 | 2.400000 | 3.115000 | 2.895000 | 3.100000 |  -6.891208 |      623 |    781 |     149 |  12.297934 | 0.765329
3189 | 0.010467 | 0.014873 |  12.297934 |     13 | 0.765329 | 2.400000 | 3.420000 | 2.930000 | 3.550000 | -20.842669 |      684 |    895 |     199 |  12.287257 | 0.547163
3190 | 0.010465 | 0.014873 |  12.287257 |     13 | 0.547163 | 2.400000 | 1.675000 | 1.630000 | 1.725000 |  -3.193783 |      335 |    581 |     233 |  12.294845 | 0.513740
3191 | 0.010463 | 0.014872 |  12.294845 |     13 | 0.513740 | 2.400000 | 1.605000 | 1.615000 | 1.670000 |  -1.849118 |      321 |    569 |     235 |  12.303163 | 0.494393
3192 | 0.010460 | 0.014871 |  12.303163 |     13 | 0.494393 | 2.400000 | 1.590000 | 1.555000 | 1.410000 |   4.875172 |      318 |    568 |     237 |  12.311636 | 0.545390
3193 | 0.010458 | 0.014871 |  12.311636 |     13 | 0.545390 | 2.400000 | 1.970000 | 1.880000 | 1.720000 |   5.379749 |      394 |    640 |     233 |  12.316133 | 0.601653
3194 | 0.010456 | 0.014870 |  12.316133 |     13 | 0.601653 | 2.400000 | 2.125000 | 1.990000 | 2.145000 |  -5.211873 |      425 |    668 |     230 |  12.319008 | 0.547157
3195 | 0.010454 | 0.014869 |  12.319008 |     13 | 0.547157 | 2.400000 | 1.610000 | 1.760000 | 1.960000 |  -6.725308 |      322 |    567 |     232 |  12.327266 | 0.476853
3196 | 0.010451 | 0.014869 |  12.327266 |     13 | 0.476853 | 2.400000 | 1.335000 | 1.490000 | 1.425000 |   2.185826 |      267 |    518 |     238 |  12.338397 | 0.499698
3197 | 0.010449 | 0.014868 |  12.338397 |     13 | 0.499698 | 2.400000 | 1.625000 | 1.540000 | 1.400000 |   4.708151 |      325 |    570 |     232 |  12.346495 | 0.548894
3198 | 0.010447 | 0.014867 |  12.346495 |     13 | 0.548894 | 2.400000 | 1.670000 | 1.765000 | 1.905000 |  -4.708368 |      334 |    580 |     233 |  12.354122 | 0.499706
3199 | 0.010445 | 0.014866 |  12.354122 |     13 | 0.499706 | 2.400000 | 1.570000 | 1.780000 | 1.390000 |  13.116775 |      314 |    562 |     235 |  12.362791 | 0.636707
3200 | 0.010442 | 0.014866 |  12.362791 |     13 | 0.636707 | 2.400000 | 1.995000 | 2.400000 | 2.385000 |   0.504515 |      399 |    641 |     229 |  12.367020 | 0.641976
3201 | 0.010440 | 0.014865 |  12.367020 |     13 | 0.641976 | 2.400000 | 2.240000 | 2.125000 | 2.185000 |  -2.018152 |      448 |    682 |     221 |  12.368690 | 0.620906
3202 | 0.010438 | 0.014864 |  12.368690 |     13 | 0.620906 | 2.400000 | 2.080000 | 2.485000 | 1.880000 |  20.350635 |      416 |    654 |     225 |  12.372031 | 0.833325
3203 | 0.010436 | 0.014864 |  12.372031 |     13 | 0.833325 | 2.400000 | 3.035000 | 3.035000 | 3.145000 |  -3.700286 |      607 |    790 |     174 |  12.365404 | 0.794710
3204 | 0.010433 | 0.014863 |  12.365404 |     13 | 0.794710 | 2.400000 | 3.225000 | 3.410000 | 3.115000 |   9.923952 |      645 |    837 |     184 |  12.356796 | 0.898251
3205 | 0.010431 | 0.014862 |  12.356796 |     13 | 0.898251 | 2.400000 | 2.110000 | 1.885000 | 2.450000 | -19.007767 |      422 |    516 |      90 |  12.359821 | 0.699977
3206 | 0.010429 | 0.014862 |  12.359821 |     13 | 0.699977 | 2.400000 | 2.575000 | 2.795000 | 2.610000 |   6.224069 |      515 |    744 |     216 |  12.357996 | 0.764887
3207 | 0.010427 | 0.014861 |  12.357996 |     13 | 0.764887 | 2.400000 | 3.165000 | 2.940000 | 3.155000 |  -7.233710 |      633 |    849 |     205 |  12.350020 | 0.689463
3208 | 0.010425 | 0.014860 |  12.350020 |     13 | 0.689463 | 2.400000 | 2.480000 | 2.305000 | 2.205000 |   3.364671 |      496 |    733 |     225 |  12.349186 | 0.724538
3209 | 0.010422 | 0.014860 |  12.349186 |     13 | 0.724538 | 2.400000 | 2.695000 | 2.890000 | 2.985000 |  -3.196585 |      539 |    770 |     218 |  12.346111 | 0.691223
3210 | 0.010420 | 0.014859 |  12.346111 |     13 | 0.691223 | 2.400000 | 2.545000 | 2.525000 | 2.350000 |   5.888717 |      509 |    740 |     219 |  12.344600 | 0.752583
3211 | 0.010418 | 0.014858 |  12.344600 |     13 | 0.752583 | 2.400000 | 2.995000 | 2.795000 | 3.170000 | -12.619260 |      599 |    819 |     209 |  12.338402 | 0.621118
3212 | 0.010416 | 0.014858 |  12.338402 |     13 | 0.621118 | 2.400000 | 2.300000 | 2.040000 | 2.010000 |   1.009587 |      460 |    697 |     224 |  12.339443 | 0.631634
3213 | 0.010413 | 0.014857 |  12.339443 |     13 | 0.631634 | 2.400000 | 2.165000 | 2.050000 | 2.325000 |  -9.254975 |      433 |    673 |     227 |  12.341890 | 0.535259
3214 | 0.010411 | 0.014856 |  12.341890 |     13 | 0.535259 | 2.400000 | 1.565000 | 1.850000 | 1.445000 |  13.630681 |      313 |    559 |     233 |  12.350584 | 0.677169
3215 | 0.010409 | 0.014856 |  12.350584 |     13 | 0.677169 | 2.400000 | 2.615000 | 2.855000 | 2.180000 |  22.718845 |      523 |    754 |     221 |  12.348346 | 0.913646
3216 | 0.010407 | 0.014855 |  12.348346 |     13 | 0.913646 | 2.400000 | 1.875000 | 1.555000 | 2.175000 | -20.868639 |      375 |    438 |      59 |  12.353809 | 0.696474
3217 | 0.010404 | 0.014854 |  12.353809 |     13 | 0.696474 | 2.400000 | 2.610000 | 2.615000 | 2.740000 |  -4.207580 |      522 |    752 |     217 |  12.351624 | 0.652697
3218 | 0.010402 | 0.014853 |  12.351624 |     13 | 0.652697 | 2.400000 | 2.250000 | 2.300000 | 2.145000 |   5.217639 |      450 |    682 |     219 |  12.353185 | 0.706972
3219 | 0.010400 | 0.014853 |  12.353185 |     13 | 0.706972 | 2.400000 | 2.750000 | 3.110000 | 2.745000 |  12.287262 |      550 |    780 |     217 |  12.349545 | 0.834758
3220 | 0.010398 | 0.014852 |  12.349545 |     13 | 0.834758 | 2.400000 | 3.115000 | 2.885000 | 3.180000 |  -9.931256 |      623 |    785 |     153 |  12.342110 | 0.731496
3221 | 0.010395 | 0.014851 |  12.342110 |     13 | 0.731496 | 2.400000 | 3.050000 | 2.775000 | 2.935000 |  -5.386691 |      610 |    832 |     212 |  12.335353 | 0.675499
3222 | 0.010393 | 0.014851 |  12.335353 |     13 | 0.675499 | 2.400000 | 2.390000 | 2.755000 | 2.275000 |  16.160814 |      478 |    711 |     222 |  12.335457 | 0.843462
3223 | 0.010391 | 0.014850 |  12.335457 |     13 | 0.843462 | 2.400000 | 3.110000 | 2.730000 | 3.045000 | -10.606020 |      622 |    773 |     144 |  12.328080 | 0.733255
3224 | 0.010389 | 0.014849 |  12.328080 |     13 | 0.733255 | 2.400000 | 2.875000 | 3.060000 | 2.865000 |   6.565932 |      575 |    799 |     211 |  12.323145 | 0.801467
3225 | 0.010387 | 0.014849 |  12.323145 |     13 | 0.801467 | 2.400000 | 3.235000 | 3.315000 | 3.240000 |   2.525474 |      647 |    846 |     188 |  12.314472 | 0.827698
3226 | 0.010384 | 0.014848 |  12.314472 |     13 | 0.827698 | 2.400000 | 3.170000 | 3.040000 | 3.205000 |  -5.556298 |      634 |    808 |     164 |  12.306476 | 0.769999
3227 | 0.010382 | 0.014847 |  12.306476 |     13 | 0.769999 | 2.400000 | 3.020000 | 2.960000 | 3.170000 |  -7.071976 |      604 |    819 |     203 |  12.300039 | 0.696577
3228 | 0.010380 | 0.014847 |  12.300039 |     13 | 0.696577 | 2.400000 | 2.375000 | 2.990000 | 2.725000 |   8.924568 |      475 |    711 |     226 |  12.300299 | 0.789213
3229 | 0.010378 | 0.014846 |  12.300299 |     13 | 0.789213 | 2.400000 | 2.725000 | 3.445000 | 3.125000 |  10.777330 |      545 |    755 |     197 |  12.296926 | 0.901058
3230 | 0.010376 | 0.014845 |  12.296926 |     13 | 0.901058 | 2.400000 | 2.080000 | 1.740000 | 2.415000 | -22.734471 |      416 |    502 |      81 |  12.300246 | 0.665176
3231 | 0.010373 | 0.014845 |  12.300246 |     13 | 0.665176 | 2.400000 | 2.365000 | 2.550000 | 2.090000 |  15.493829 |      473 |    704 |     218 |  12.300609 | 0.825898
3232 | 0.010371 | 0.014844 |  12.300609 |     13 | 0.825898 | 2.400000 | 3.080000 | 2.960000 | 3.575000 | -20.715523 |      616 |    803 |     177 |  12.293557 | 0.611056
3233 | 0.010369 | 0.014843 |  12.293557 |     13 | 0.611056 | 2.400000 | 2.035000 | 1.910000 | 2.040000 |  -4.379091 |      407 |    650 |     230 |  12.297341 | 0.565649
3234 | 0.010367 | 0.014843 |  12.297341 |     13 | 0.565649 | 2.400000 | 2.125000 | 1.765000 | 1.830000 |  -2.189646 |      425 |    663 |     227 |  12.300192 | 0.542950
3235 | 0.010364 | 0.014842 |  12.300192 |     13 | 0.542950 | 2.400000 | 1.590000 | 1.975000 | 1.695000 |   9.432750 |      318 |    563 |     232 |  12.308587 | 0.640715
3236 | 0.010362 | 0.014841 |  12.308587 |     13 | 0.640715 | 2.400000 | 2.410000 | 2.025000 | 2.035000 |  -0.336899 |      482 |    720 |     228 |  12.308484 | 0.637224
3237 | 0.010360 | 0.014841 |  12.308484 |     13 | 0.637224 | 2.400000 | 2.390000 | 2.200000 | 2.250000 |  -1.684573 |      478 |    717 |     226 |  12.308587 | 0.619772
3238 | 0.010358 | 0.014840 |  12.308587 |     13 | 0.619772 | 2.400000 | 2.230000 | 2.005000 | 1.940000 |   2.190045 |      446 |    683 |     225 |  12.310348 | 0.642456
3239 | 0.010356 | 0.014839 |  12.310348 |     13 | 0.642456 | 2.400000 | 2.310000 | 2.110000 | 2.165000 |  -1.853200 |      462 |    691 |     216 |  12.311280 | 0.623265
3240 | 0.010353 | 0.014839 |  12.311280 |     13 | 0.623265 | 2.400000 | 2.225000 | 2.255000 | 2.220000 |   1.179363 |      445 |    685 |     227 |  12.313092 | 0.635476
3241 | 0.010351 | 0.014838 |  12.313092 |     13 | 0.635476 | 2.400000 | 2.515000 | 2.440000 | 2.300000 |   4.717666 |      503 |    738 |     222 |  12.311902 | 0.684309
3242 | 0.010349 | 0.014837 |  12.311902 |     13 | 0.684309 | 2.400000 | 2.805000 | 2.460000 | 2.480000 |  -0.673983 |      561 |    791 |     218 |  12.307710 | 0.677334
3243 | 0.010347 | 0.014836 |  12.307710 |     13 | 0.677334 | 2.400000 | 2.660000 | 2.210000 | 2.545000 | -11.289730 |      532 |    762 |     217 |  12.305020 | 0.560521
3244 | 0.010345 | 0.014836 |  12.305020 |     13 | 0.560521 | 2.400000 | 1.860000 | 1.835000 | 1.580000 |   8.594067 |      372 |    617 |     232 |  12.310606 | 0.649424
3245 | 0.010342 | 0.014835 |  12.310606 |     13 | 0.649424 | 2.400000 | 2.390000 | 2.520000 | 1.925000 |  20.053735 |      478 |    710 |     222 |  12.310710 | 0.856828
3246 | 0.010340 | 0.014834 |  12.310710 |     13 | 0.856828 | 2.400000 | 3.065000 | 2.735000 | 3.160000 | -14.324749 |      613 |    726 |     104 |  12.303833 | 0.708707
3247 | 0.010338 | 0.014834 |  12.303833 |     13 | 0.708707 | 2.400000 | 2.785000 | 2.580000 | 2.835000 |  -8.595240 |      557 |    786 |     216 |  12.299853 | 0.619849
3248 | 0.010336 | 0.014833 |  12.299853 |     13 | 0.619849 | 2.400000 | 2.070000 | 2.300000 | 1.995000 |  10.281049 |      414 |    653 |     226 |  12.303264 | 0.726112
3249 | 0.010334 | 0.014832 |  12.303264 |     13 | 0.726112 | 2.400000 | 2.780000 | 3.315000 | 2.595000 |  24.271121 |      556 |    780 |     211 |  12.299337 | 0.976921
3250 | 0.010331 | 0.014832 |  12.299337 |     13 | 0.976921 | 2.400000 | 0.540000 | 0.195000 | 0.845000 | -21.912425 |      108 |    117 |       8 |  12.318554 | 0.750534
3251 | 0.010329 | 0.014831 |  12.318554 |     13 | 0.750534 | 2.400000 | 3.220000 | 3.610000 | 3.205000 |  13.653747 |      644 |    863 |     206 |  12.310084 | 0.891567
3252 | 0.010327 | 0.014830 |  12.310084 |     13 | 0.891567 | 2.400000 | 2.330000 | 1.975000 | 2.495000 | -17.531533 |      466 |    550 |      80 |  12.310807 | 0.710518
3253 | 0.010325 | 0.014830 |  12.310807 |     13 | 0.710518 | 2.400000 | 2.610000 | 3.165000 | 2.855000 |  10.451966 |      522 |    757 |     222 |  12.308639 | 0.818433
3254 | 0.010323 | 0.014829 |  12.308639 |     13 | 0.818433 | 2.400000 | 3.325000 | 3.230000 | 3.040000 |   6.406334 |      665 |    845 |     167 |  12.299090 | 0.884564
3255 | 0.010321 | 0.014828 |  12.299090 |     13 | 0.884564 | 2.400000 | 2.430000 | 2.005000 | 2.745000 | -24.952119 |      486 |    585 |      92 |  12.298780 | 0.627045
3256 | 0.010318 | 0.014828 |  12.298780 |     13 | 0.627045 | 2.400000 | 2.090000 | 2.405000 | 1.995000 |  13.825450 |      418 |    660 |     229 |  12.301979 | 0.769701
3257 | 0.010316 | 0.014827 |  12.301979 |     13 | 0.769701 | 2.400000 | 2.925000 | 2.775000 | 2.680000 |   3.203603 |      585 |    795 |     199 |  12.296563 | 0.802750
3258 | 0.010314 | 0.014826 |  12.296563 |     13 | 0.802750 | 2.400000 | 3.455000 | 3.305000 | 3.145000 |   5.395787 |      691 |    873 |     176 |  12.285682 | 0.858401
3259 | 0.010312 | 0.014826 |  12.285682 |     13 | 0.858401 | 2.400000 | 2.870000 | 2.645000 | 2.915000 |  -9.105804 |      574 |    716 |     138 |  12.280835 | 0.764504
3260 | 0.010310 | 0.014825 |  12.280835 |     13 | 0.764504 | 2.400000 | 3.100000 | 3.155000 | 3.060000 |   3.204039 |      620 |    831 |     201 |  12.273619 | 0.797537
3261 | 0.010307 | 0.014824 |  12.273619 |     13 | 0.797537 | 2.400000 | 3.255000 | 3.380000 | 3.210000 |   5.733803 |      651 |    857 |     194 |  12.264806 | 0.856637
3262 | 0.010305 | 0.014824 |  12.264806 |     13 | 0.856637 | 2.400000 | 2.975000 | 2.640000 | 3.095000 | -15.347051 |      595 |    725 |     121 |  12.258880 | 0.698482
3263 | 0.010303 | 0.014823 |  12.258880 |     13 | 0.698482 | 2.400000 | 2.590000 | 3.060000 | 2.580000 |  16.191029 |      518 |    751 |     220 |  12.256923 | 0.865300
3264 | 0.010301 | 0.014822 |  12.256923 |     13 | 0.865300 | 2.400000 | 2.805000 | 2.485000 | 2.735000 |  -8.433209 |      561 |    680 |     109 |  12.252751 | 0.778430
3265 | 0.010299 | 0.014822 |  12.252751 |     13 | 0.778430 | 2.400000 | 3.150000 | 3.255000 | 3.495000 |  -8.096247 |      630 |    843 |     200 |  12.245027 | 0.695049
3266 | 0.010297 | 0.014821 |  12.245027 |     13 | 0.695049 | 2.400000 | 2.725000 | 2.440000 | 2.355000 |   2.867551 |      545 |    776 |     218 |  12.241680 | 0.724575
3267 | 0.010294 | 0.014820 |  12.241680 |     13 | 0.724575 | 2.400000 | 2.950000 | 2.785000 | 2.955000 |  -5.735361 |      590 |    814 |     211 |  12.236019 | 0.665533
3268 | 0.010292 | 0.014820 |  12.236019 |     13 | 0.665533 | 2.400000 | 1.955000 | 2.485000 | 2.430000 |   1.855642 |      391 |    629 |     225 |  12.240599 | 0.684632
3269 | 0.010290 | 0.014819 |  12.240599 |     13 | 0.684632 | 2.400000 | 2.665000 | 2.640000 | 2.685000 |  -1.518321 |      533 |    767 |     223 |  12.237872 | 0.669008
3270 | 0.010288 | 0.014818 |  12.237872 |     13 | 0.669008 | 2.400000 | 2.370000 | 2.510000 | 2.260000 |   8.435498 |      474 |    710 |     223 |  12.238180 | 0.755791
3271 | 0.010286 | 0.014818 |  12.238180 |     13 | 0.755791 | 2.400000 | 2.685000 | 3.085000 | 2.755000 |  11.135360 |      537 |    756 |     211 |  12.235249 | 0.870326
3272 | 0.010284 | 0.014817 |  12.235249 |     13 | 0.870326 | 2.400000 | 2.705000 | 2.415000 | 2.815000 | -13.498016 |      541 |    657 |     106 |  12.232112 | 0.731519
3273 | 0.010281 | 0.014816 |  12.232112 |     13 | 0.731519 | 2.400000 | 2.705000 | 2.900000 | 2.505000 |  13.329892 |      541 |    767 |     213 |  12.228977 | 0.868568
3274 | 0.010279 | 0.014816 |  12.228977 |     13 | 0.868568 | 2.400000 | 2.760000 | 2.370000 | 2.990000 | -20.923814 |      552 |    663 |     102 |  12.225276 | 0.653489
3275 | 0.010277 | 0.014815 |  12.225276 |     13 | 0.653489 | 2.400000 | 2.240000 | 2.300000 | 2.320000 |  -0.674992 |      448 |    683 |     222 |  12.226920 | 0.646552
3276 | 0.010275 | 0.014814 |  12.226920 |     13 | 0.646552 | 2.400000 | 2.235000 | 2.440000 | 2.185000 |   8.606539 |      447 |    682 |     223 |  12.228616 | 0.734983
3277 | 0.010273 | 0.014814 |  12.228616 |     13 | 0.734983 | 2.400000 | 2.905000 | 3.105000 | 2.485000 |  20.926645 |      581 |    806 |     212 |  12.223428 | 0.949956
3278 | 0.010271 | 0.014813 |  12.223428 |     13 | 0.949956 | 2.400000 | 1.090000 | 0.775000 | 1.405000 | -21.265130 |      218 |    254 |      33 |  12.236882 | 0.731551
3279 | 0.010268 | 0.014812 |  12.236882 |     13 | 0.731551 | 2.400000 | 2.770000 | 2.895000 | 3.070000 |  -5.907247 |      554 |    777 |     212 |  12.233083 | 0.670894
